period,fiscal_year,fiscal_quarter,fiscal_period,segment,metric_name,metric_value,unit,metric_kind,description
2024-02,2025,Q1,Q1 FY2025,Company,win_rate_pct,29.5,percent,rate,Competitive win rate
2024-02,2025,Q1,Q1 FY2025,Company,cac_usd,39500.0,USD,rate,Customer acquisition cost
2024-02,2025,Q1,Q1 FY2025,Company,support_tickets,487.2,count,flow,Opened support tickets
2024-02,2025,Q1,Q1 FY2025,Company,headcount,705.0,count,stock,Ending employee headcount
2024-03,2025,Q1,Q1 FY2025,Company,revenue_usd,26400000.0,USD,flow,Recognized product and subscription revenue
2024-03,2025,Q1,Q1 FY2025,Company,arr_usd,368000000.0,USD,stock,Ending annual recurring revenue
2024-03,2025,Q1,Q1 FY2025,Enterprise,revenue_usd,14784000.0,USD,flow,Recognized product and subscription revenue
2024-03,2025,Q1,Q1 FY2025,Enterprise,arr_usd,206080000.0,USD,stock,Ending annual recurring revenue
2024-03,2025,Q1,Q1 FY2025,Mid-Market,revenue_usd,7128000.0,USD,flow,Recognized product and subscription revenue
2024-03,2025,Q1,Q1 FY2025,Mid-Market,arr_usd,99360000.0,USD,stock,Ending annual recurring revenue
2024-03,2025,Q1,Q1 FY2025,Cloud,revenue_usd,4488000.0,USD,flow,Recognized product and subscription revenue
2024-03,2025,Q1,Q1 FY2025,Cloud,arr_usd,62560000.0,USD,stock,Ending annual recurring revenue
2024-03,2025,Q1,Q1 FY2025,Company,new_logo_acv_usd,7800000.0,USD,flow,Annual contract value from new customers
2024-03,2025,Q1,Q1 FY2025,Company,expansion_acv_usd,4050000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2024-03,2025,Q1,Q1 FY2025,Company,churned_arr_usd,1560000.0,USD,flow,ARR lost to logo churn and downsell
2024-03,2025,Q1,Q1 FY2025,Company,nrr_pct,118.0,percent,rate,Net revenue retention
2024-03,2025,Q1,Q1 FY2025,Company,gross_margin_pct,69.8,percent,rate,Gross margin
2024-03,2025,Q1,Q1 FY2025,Company,opex_usd,14700000.0,USD,flow,Operating expenses
2024-03,2025,Q1,Q1 FY2025,Company,ending_customers,492.0,count,stock,Ending customer count
2024-03,2025,Q1,Q1 FY2025,Company,pipeline_usd,280000000.0,USD,stock,Qualified pipeline at period end
2024-03,2025,Q1,Q1 FY2025,Company,win_rate_pct,29.5,percent,rate,Competitive win rate
2024-03,2025,Q1,Q1 FY2025,Company,cac_usd,39500.0,USD,rate,Customer acquisition cost
2024-03,2025,Q1,Q1 FY2025,Company,support_tickets,522.0,count,flow,Opened support tickets
2024-03,2025,Q1,Q1 FY2025,Company,headcount,705.0,count,stock,Ending employee headcount
2024-04,2025,Q1,Q1 FY2025,Company,revenue_usd,36960000.0,USD,flow,Recognized product and subscription revenue
2024-04,2025,Q1,Q1 FY2025,Company,arr_usd,368000000.0,USD,stock,Ending annual recurring revenue
2024-04,2025,Q1,Q1 FY2025,Enterprise,revenue_usd,20697600.0,USD,flow,Recognized product and subscription revenue
2024-04,2025,Q1,Q1 FY2025,Enterprise,arr_usd,206080000.0,USD,stock,Ending annual recurring revenue
2024-04,2025,Q1,Q1 FY2025,Mid-Market,revenue_usd,9979200.0,USD,flow,Recognized product and subscription revenue
2024-04,2025,Q1,Q1 FY2025,Mid-Market,arr_usd,99360000.0,USD,stock,Ending annual recurring revenue
2024-04,2025,Q1,Q1 FY2025,Cloud,revenue_usd,6283200.0,USD,flow,Recognized product and subscription revenue
2024-04,2025,Q1,Q1 FY2025,Cloud,arr_usd,62560000.0,USD,stock,Ending annual recurring revenue
2024-04,2025,Q1,Q1 FY2025,Company,new_logo_acv_usd,10920000.0,USD,flow,Annual contract value from new customers
2024-04,2025,Q1,Q1 FY2025,Company,expansion_acv_usd,5670000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2024-04,2025,Q1,Q1 FY2025,Company,churned_arr_usd,2184000.0,USD,flow,ARR lost to logo churn and downsell
2024-04,2025,Q1,Q1 FY2025,Company,nrr_pct,118.0,percent,rate,Net revenue retention
2024-04,2025,Q1,Q1 FY2025,Company,gross_margin_pct,69.8,percent,rate,Gross margin
2024-04,2025,Q1,Q1 FY2025,Company,opex_usd,20580000.0,USD,flow,Operating expenses
2024-04,2025,Q1,Q1 FY2025,Company,ending_customers,492.0,count,stock,Ending customer count
2024-04,2025,Q1,Q1 FY2025,Company,pipeline_usd,280000000.0,USD,stock,Qualified pipeline at period end
2024-04,2025,Q1,Q1 FY2025,Company,win_rate_pct,29.5,percent,rate,Competitive win rate
2024-04,2025,Q1,Q1 FY2025,Company,cac_usd,39500.0,USD,rate,Customer acquisition cost
2024-04,2025,Q1,Q1 FY2025,Company,support_tickets,730.8,count,flow,Opened support tickets
2024-04,2025,Q1,Q1 FY2025,Company,headcount,705.0,count,stock,Ending employee headcount
2024-05,2025,Q2,Q2 FY2025,Company,revenue_usd,28560000.0,USD,flow,Recognized product and subscription revenue
2024-05,2025,Q2,Q2 FY2025,Company,arr_usd,412000000.0,USD,stock,Ending annual recurring revenue
2024-05,2025,Q2,Q2 FY2025,Enterprise,revenue_usd,15708000.0,USD,flow,Recognized product and subscription revenue
2024-05,2025,Q2,Q2 FY2025,Enterprise,arr_usd,226600000.0,USD,stock,Ending annual recurring revenue
2024-05,2025,Q2,Q2 FY2025,Mid-Market,revenue_usd,7425600.0,USD,flow,Recognized product and subscription revenue
2024-05,2025,Q2,Q2 FY2025,Mid-Market,arr_usd,107120000.0,USD,stock,Ending annual recurring revenue
2024-05,2025,Q2,Q2 FY2025,Cloud,revenue_usd,5426400.0,USD,flow,Recognized product and subscription revenue
2024-05,2025,Q2,Q2 FY2025,Cloud,arr_usd,78280000.0,USD,stock,Ending annual recurring revenue
2024-05,2025,Q2,Q2 FY2025,Company,new_logo_acv_usd,10640000.0,USD,flow,Annual contract value from new customers
2024-05,2025,Q2,Q2 FY2025,Company,expansion_acv_usd,4480000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2024-05,2025,Q2,Q2 FY2025,Company,churned_arr_usd,1512000.0,USD,flow,ARR lost to logo churn and downsell
2024-05,2025,Q2,Q2 FY2025,Company,nrr_pct,121.0,percent,rate,Net revenue retention
2024-05,2025,Q2,Q2 FY2025,Company,gross_margin_pct,70.6,percent,rate,Gross margin
2024-05,2025,Q2,Q2 FY2025,Company,opex_usd,15120000.0,USD,flow,Operating expenses
2024-05,2025,Q2,Q2 FY2025,Company,ending_customers,538.0,count,stock,Ending customer count
2024-05,2025,Q2,Q2 FY2025,Company,pipeline_usd,355000000.0,USD,stock,Qualified pipeline at period end
2024-05,2025,Q2,Q2 FY2025,Company,win_rate_pct,33.0,percent,rate,Competitive win rate
2024-05,2025,Q2,Q2 FY2025,Company,cac_usd,36000.0,USD,rate,Customer acquisition cost
2024-05,2025,Q2,Q2 FY2025,Company,support_tickets,554.4,count,flow,Opened support tickets
2024-05,2025,Q2,Q2 FY2025,Company,headcount,760.0,count,stock,Ending employee headcount
2024-06,2025,Q2,Q2 FY2025,Company,revenue_usd,30600000.0,USD,flow,Recognized product and subscription revenue
2024-06,2025,Q2,Q2 FY2025,Company,arr_usd,412000000.0,USD,stock,Ending annual recurring revenue
2024-06,2025,Q2,Q2 FY2025,Enterprise,revenue_usd,16830000.0,USD,flow,Recognized product and subscription revenue
2024-06,2025,Q2,Q2 FY2025,Enterprise,arr_usd,226600000.0,USD,stock,Ending annual recurring revenue
2024-06,2025,Q2,Q2 FY2025,Mid-Market,revenue_usd,7956000.0,USD,flow,Recognized product and subscription revenue
2024-06,2025,Q2,Q2 FY2025,Mid-Market,arr_usd,107120000.0,USD,stock,Ending annual recurring revenue
2024-06,2025,Q2,Q2 FY2025,Cloud,revenue_usd,5814000.0,USD,flow,Recognized product and subscription revenue
2024-06,2025,Q2,Q2 FY2025,Cloud,arr_usd,78280000.0,USD,stock,Ending annual recurring revenue
2024-06,2025,Q2,Q2 FY2025,Company,new_logo_acv_usd,11400000.0,USD,flow,Annual contract value from new customers
2024-06,2025,Q2,Q2 FY2025,Company,expansion_acv_usd,4800000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2024-06,2025,Q2,Q2 FY2025,Company,churned_arr_usd,1620000.0,USD,flow,ARR lost to logo churn and downsell
2024-06,2025,Q2,Q2 FY2025,Company,nrr_pct,121.0,percent,rate,Net revenue retention
2024-06,2025,Q2,Q2 FY2025,Company,gross_margin_pct,70.6,percent,rate,Gross margin
2024-06,2025,Q2,Q2 FY2025,Company,opex_usd,16200000.0,USD,flow,Operating expenses
2024-06,2025,Q2,Q2 FY2025,Company,ending_customers,538.0,count,stock,Ending customer count
2024-06,2025,Q2,Q2 FY2025,Company,pipeline_usd,355000000.0,USD,stock,Qualified pipeline at period end
2024-06,2025,Q2,Q2 FY2025,Company,win_rate_pct,33.0,percent,rate,Competitive win rate
2024-06,2025,Q2,Q2 FY2025,Company,cac_usd,36000.0,USD,rate,Customer acquisition cost
2024-06,2025,Q2,Q2 FY2025,Company,support_tickets,594.0,count,flow,Opened support tickets
2024-06,2025,Q2,Q2 FY2025,Company,headcount,760.0,count,stock,Ending employee headcount
2024-07,2025,Q2,Q2 FY2025,Company,revenue_usd,42840000.0,USD,flow,Recognized product and subscription revenue
2024-07,2025,Q2,Q2 FY2025,Company,arr_usd,412000000.0,USD,stock,Ending annual recurring revenue
2024-07,2025,Q2,Q2 FY2025,Enterprise,revenue_usd,23562000.0,USD,flow,Recognized product and subscription revenue
2024-07,2025,Q2,Q2 FY2025,Enterprise,arr_usd,226600000.0,USD,stock,Ending annual recurring revenue
2024-07,2025,Q2,Q2 FY2025,Mid-Market,revenue_usd,11138400.0,USD,flow,Recognized product and subscription revenue
2024-07,2025,Q2,Q2 FY2025,Mid-Market,arr_usd,107120000.0,USD,stock,Ending annual recurring revenue
2024-07,2025,Q2,Q2 FY2025,Cloud,revenue_usd,8139600.0,USD,flow,Recognized product and subscription revenue
2024-07,2025,Q2,Q2 FY2025,Cloud,arr_usd,78280000.0,USD,stock,Ending annual recurring revenue
2024-07,2025,Q2,Q2 FY2025,Company,new_logo_acv_usd,15960000.0,USD,flow,Annual contract value from new customers
2024-07,2025,Q2,Q2 FY2025,Company,expansion_acv_usd,6720000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2024-07,2025,Q2,Q2 FY2025,Company,churned_arr_usd,2268000.0,USD,flow,ARR lost to logo churn and downsell
2024-07,2025,Q2,Q2 FY2025,Company,nrr_pct,121.0,percent,rate,Net revenue retention
2024-07,2025,Q2,Q2 FY2025,Company,gross_margin_pct,70.6,percent,rate,Gross margin
2024-07,2025,Q2,Q2 FY2025,Company,opex_usd,22680000.0,USD,flow,Operating expenses
2024-07,2025,Q2,Q2 FY2025,Company,ending_customers,538.0,count,stock,Ending customer count
2024-07,2025,Q2,Q2 FY2025,Company,pipeline_usd,355000000.0,USD,stock,Qualified pipeline at period end
2024-07,2025,Q2,Q2 FY2025,Company,win_rate_pct,33.0,percent,rate,Competitive win rate
2024-07,2025,Q2,Q2 FY2025,Company,cac_usd,36000.0,USD,rate,Customer acquisition cost
2024-07,2025,Q2,Q2 FY2025,Company,support_tickets,831.6,count,flow,Opened support tickets
2024-07,2025,Q2,Q2 FY2025,Company,headcount,760.0,count,stock,Ending employee headcount
2024-08,2025,Q3,Q3 FY2025,Company,revenue_usd,26320000.0,USD,flow,Recognized product and subscription revenue
2024-08,2025,Q3,Q3 FY2025,Company,arr_usd,404000000.0,USD,stock,Ending annual recurring revenue
2024-08,2025,Q3,Q3 FY2025,Enterprise,revenue_usd,14212800.0,USD,flow,Recognized product and subscription revenue
2024-08,2025,Q3,Q3 FY2025,Enterprise,arr_usd,218160000.0,USD,stock,Ending annual recurring revenue
2024-08,2025,Q3,Q3 FY2025,Mid-Market,revenue_usd,6843200.0,USD,flow,Recognized product and subscription revenue
2024-08,2025,Q3,Q3 FY2025,Mid-Market,arr_usd,105040000.0,USD,stock,Ending annual recurring revenue
2024-08,2025,Q3,Q3 FY2025,Cloud,revenue_usd,5264000.0,USD,flow,Recognized product and subscription revenue
2024-08,2025,Q3,Q3 FY2025,Cloud,arr_usd,80800000.0,USD,stock,Ending annual recurring revenue
2024-08,2025,Q3,Q3 FY2025,Company,new_logo_acv_usd,6160000.0,USD,flow,Annual contract value from new customers
2024-08,2025,Q3,Q3 FY2025,Company,expansion_acv_usd,2660000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2024-08,2025,Q3,Q3 FY2025,Company,churned_arr_usd,3304000.0,USD,flow,ARR lost to logo churn and downsell
2024-08,2025,Q3,Q3 FY2025,Company,nrr_pct,104.0,percent,rate,Net revenue retention
2024-08,2025,Q3,Q3 FY2025,Company,gross_margin_pct,67.2,percent,rate,Gross margin
2024-08,2025,Q3,Q3 FY2025,Company,opex_usd,15820000.0,USD,flow,Operating expenses
2024-08,2025,Q3,Q3 FY2025,Company,ending_customers,521.0,count,stock,Ending customer count
2024-08,2025,Q3,Q3 FY2025,Company,pipeline_usd,310000000.0,USD,stock,Qualified pipeline at period end
2024-08,2025,Q3,Q3 FY2025,Company,win_rate_pct,26.0,percent,rate,Competitive win rate
2024-08,2025,Q3,Q3 FY2025,Company,cac_usd,44000.0,USD,rate,Customer acquisition cost
2024-08,2025,Q3,Q3 FY2025,Company,support_tickets,1192.8,count,flow,Opened support tickets
2024-08,2025,Q3,Q3 FY2025,Company,headcount,780.0,count,stock,Ending employee headcount
2024-09,2025,Q3,Q3 FY2025,Company,revenue_usd,28200000.0,USD,flow,Recognized product and subscription revenue
2024-09,2025,Q3,Q3 FY2025,Company,arr_usd,404000000.0,USD,stock,Ending annual recurring revenue
2024-09,2025,Q3,Q3 FY2025,Enterprise,revenue_usd,15228000.0,USD,flow,Recognized product and subscription revenue
2024-09,2025,Q3,Q3 FY2025,Enterprise,arr_usd,218160000.0,USD,stock,Ending annual recurring revenue
2024-09,2025,Q3,Q3 FY2025,Mid-Market,revenue_usd,7332000.0,USD,flow,Recognized product and subscription revenue
2024-09,2025,Q3,Q3 FY2025,Mid-Market,arr_usd,105040000.0,USD,stock,Ending annual recurring revenue
2024-09,2025,Q3,Q3 FY2025,Cloud,revenue_usd,5640000.0,USD,flow,Recognized product and subscription revenue
2024-09,2025,Q3,Q3 FY2025,Cloud,arr_usd,80800000.0,USD,stock,Ending annual recurring revenue
2024-09,2025,Q3,Q3 FY2025,Company,new_logo_acv_usd,6600000.0,USD,flow,Annual contract value from new customers
2024-09,2025,Q3,Q3 FY2025,Company,expansion_acv_usd,2850000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2024-09,2025,Q3,Q3 FY2025,Company,churned_arr_usd,3540000.0,USD,flow,ARR lost to logo churn and downsell
2024-09,2025,Q3,Q3 FY2025,Company,nrr_pct,104.0,percent,rate,Net revenue retention
2024-09,2025,Q3,Q3 FY2025,Company,gross_margin_pct,67.2,percent,rate,Gross margin
2024-09,2025,Q3,Q3 FY2025,Company,opex_usd,16950000.0,USD,flow,Operating expenses
2024-09,2025,Q3,Q3 FY2025,Company,ending_customers,521.0,count,stock,Ending customer count
2024-09,2025,Q3,Q3 FY2025,Company,pipeline_usd,310000000.0,USD,stock,Qualified pipeline at period end
2024-09,2025,Q3,Q3 FY2025,Company,win_rate_pct,26.0,percent,rate,Competitive win rate
2024-09,2025,Q3,Q3 FY2025,Company,cac_usd,44000.0,USD,rate,Customer acquisition cost
2024-09,2025,Q3,Q3 FY2025,Company,support_tickets,1278.0,count,flow,Opened support tickets
2024-09,2025,Q3,Q3 FY2025,Company,headcount,780.0,count,stock,Ending employee headcount
2024-10,2025,Q3,Q3 FY2025,Company,revenue_usd,39480000.0,USD,flow,Recognized product and subscription revenue
2024-10,2025,Q3,Q3 FY2025,Company,arr_usd,404000000.0,USD,stock,Ending annual recurring revenue
2024-10,2025,Q3,Q3 FY2025,Enterprise,revenue_usd,21319200.0,USD,flow,Recognized product and subscription revenue
2024-10,2025,Q3,Q3 FY2025,Enterprise,arr_usd,218160000.0,USD,stock,Ending annual recurring revenue
2024-10,2025,Q3,Q3 FY2025,Mid-Market,revenue_usd,10264800.0,USD,flow,Recognized product and subscription revenue
2024-10,2025,Q3,Q3 FY2025,Mid-Market,arr_usd,105040000.0,USD,stock,Ending annual recurring revenue
2024-10,2025,Q3,Q3 FY2025,Cloud,revenue_usd,7896000.0,USD,flow,Recognized product and subscription revenue
2024-10,2025,Q3,Q3 FY2025,Cloud,arr_usd,80800000.0,USD,stock,Ending annual recurring revenue
2024-10,2025,Q3,Q3 FY2025,Company,new_logo_acv_usd,9240000.0,USD,flow,Annual contract value from new customers
2024-10,2025,Q3,Q3 FY2025,Company,expansion_acv_usd,3990000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2024-10,2025,Q3,Q3 FY2025,Company,churned_arr_usd,4956000.0,USD,flow,ARR lost to logo churn and downsell
2024-10,2025,Q3,Q3 FY2025,Company,nrr_pct,104.0,percent,rate,Net revenue retention
2024-10,2025,Q3,Q3 FY2025,Company,gross_margin_pct,67.2,percent,rate,Gross margin
2024-10,2025,Q3,Q3 FY2025,Company,opex_usd,23730000.0,USD,flow,Operating expenses
2024-10,2025,Q3,Q3 FY2025,Company,ending_customers,521.0,count,stock,Ending customer count
2024-10,2025,Q3,Q3 FY2025,Company,pipeline_usd,310000000.0,USD,stock,Qualified pipeline at period end
2024-10,2025,Q3,Q3 FY2025,Company,win_rate_pct,26.0,percent,rate,Competitive win rate
2024-10,2025,Q3,Q3 FY2025,Company,cac_usd,44000.0,USD,rate,Customer acquisition cost
2024-10,2025,Q3,Q3 FY2025,Company,support_tickets,1789.2,count,flow,Opened support tickets
2024-10,2025,Q3,Q3 FY2025,Company,headcount,780.0,count,stock,Ending employee headcount
2024-11,2025,Q4,Q4 FY2025,Company,revenue_usd,27440000.0,USD,flow,Recognized product and subscription revenue
2024-11,2025,Q4,Q4 FY2025,Company,arr_usd,418000000.0,USD,stock,Ending annual recurring revenue
2024-11,2025,Q4,Q4 FY2025,Enterprise,revenue_usd,13171200.0,USD,flow,Recognized product and subscription revenue
2024-11,2025,Q4,Q4 FY2025,Enterprise,arr_usd,200640000.0,USD,stock,Ending annual recurring revenue
2024-11,2025,Q4,Q4 FY2025,Mid-Market,revenue_usd,7683200.0,USD,flow,Recognized product and subscription revenue
2024-11,2025,Q4,Q4 FY2025,Mid-Market,arr_usd,117040000.0,USD,stock,Ending annual recurring revenue
2024-11,2025,Q4,Q4 FY2025,Cloud,revenue_usd,6585600.0,USD,flow,Recognized product and subscription revenue
2024-11,2025,Q4,Q4 FY2025,Cloud,arr_usd,100320000.0,USD,stock,Ending annual recurring revenue
2024-11,2025,Q4,Q4 FY2025,Company,new_logo_acv_usd,5600000.0,USD,flow,Annual contract value from new customers
2024-11,2025,Q4,Q4 FY2025,Company,expansion_acv_usd,3080000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2024-11,2025,Q4,Q4 FY2025,Company,churned_arr_usd,2408000.0,USD,flow,ARR lost to logo churn and downsell
2024-11,2025,Q4,Q4 FY2025,Company,nrr_pct,108.0,percent,rate,Net revenue retention
2024-11,2025,Q4,Q4 FY2025,Company,gross_margin_pct,68.0,percent,rate,Gross margin
2024-11,2025,Q4,Q4 FY2025,Company,opex_usd,15400000.0,USD,flow,Operating expenses
2024-11,2025,Q4,Q4 FY2025,Company,ending_customers,529.0,count,stock,Ending customer count
2024-11,2025,Q4,Q4 FY2025,Company,pipeline_usd,250000000.0,USD,stock,Qualified pipeline at period end
2024-11,2025,Q4,Q4 FY2025,Company,win_rate_pct,19.5,percent,rate,Competitive win rate
2024-11,2025,Q4,Q4 FY2025,Company,cac_usd,48500.0,USD,rate,Customer acquisition cost
2024-11,2025,Q4,Q4 FY2025,Company,support_tickets,674.8,count,flow,Opened support tickets
2024-11,2025,Q4,Q4 FY2025,Company,headcount,790.0,count,stock,Ending employee headcount
2024-12,2025,Q4,Q4 FY2025,Company,revenue_usd,29400000.0,USD,flow,Recognized product and subscription revenue
2024-12,2025,Q4,Q4 FY2025,Company,arr_usd,418000000.0,USD,stock,Ending annual recurring revenue
2024-12,2025,Q4,Q4 FY2025,Enterprise,revenue_usd,14112000.0,USD,flow,Recognized product and subscription revenue
2024-12,2025,Q4,Q4 FY2025,Enterprise,arr_usd,200640000.0,USD,stock,Ending annual recurring revenue
2024-12,2025,Q4,Q4 FY2025,Mid-Market,revenue_usd,8232000.0,USD,flow,Recognized product and subscription revenue
2024-12,2025,Q4,Q4 FY2025,Mid-Market,arr_usd,117040000.0,USD,stock,Ending annual recurring revenue
2024-12,2025,Q4,Q4 FY2025,Cloud,revenue_usd,7056000.0,USD,flow,Recognized product and subscription revenue
2024-12,2025,Q4,Q4 FY2025,Cloud,arr_usd,100320000.0,USD,stock,Ending annual recurring revenue
2024-12,2025,Q4,Q4 FY2025,Company,new_logo_acv_usd,6000000.0,USD,flow,Annual contract value from new customers
2024-12,2025,Q4,Q4 FY2025,Company,expansion_acv_usd,3300000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2024-12,2025,Q4,Q4 FY2025,Company,churned_arr_usd,2580000.0,USD,flow,ARR lost to logo churn and downsell
2024-12,2025,Q4,Q4 FY2025,Company,nrr_pct,108.0,percent,rate,Net revenue retention
2024-12,2025,Q4,Q4 FY2025,Company,gross_margin_pct,68.0,percent,rate,Gross margin
2024-12,2025,Q4,Q4 FY2025,Company,opex_usd,16500000.0,USD,flow,Operating expenses
2024-12,2025,Q4,Q4 FY2025,Company,ending_customers,529.0,count,stock,Ending customer count
2024-12,2025,Q4,Q4 FY2025,Company,pipeline_usd,250000000.0,USD,stock,Qualified pipeline at period end
2024-12,2025,Q4,Q4 FY2025,Company,win_rate_pct,19.5,percent,rate,Competitive win rate
2024-12,2025,Q4,Q4 FY2025,Company,cac_usd,48500.0,USD,rate,Customer acquisition cost
2024-12,2025,Q4,Q4 FY2025,Company,support_tickets,723.0,count,flow,Opened support tickets
2024-12,2025,Q4,Q4 FY2025,Company,headcount,790.0,count,stock,Ending employee headcount
2025-01,2025,Q4,Q4 FY2025,Company,revenue_usd,41160000.0,USD,flow,Recognized product and subscription revenue
2025-01,2025,Q4,Q4 FY2025,Company,arr_usd,418000000.0,USD,stock,Ending annual recurring revenue
2025-01,2025,Q4,Q4 FY2025,Enterprise,revenue_usd,19756800.0,USD,flow,Recognized product and subscription revenue
2025-01,2025,Q4,Q4 FY2025,Enterprise,arr_usd,200640000.0,USD,stock,Ending annual recurring revenue
2025-01,2025,Q4,Q4 FY2025,Mid-Market,revenue_usd,11524800.0,USD,flow,Recognized product and subscription revenue
2025-01,2025,Q4,Q4 FY2025,Mid-Market,arr_usd,117040000.0,USD,stock,Ending annual recurring revenue
2025-01,2025,Q4,Q4 FY2025,Cloud,revenue_usd,9878400.0,USD,flow,Recognized product and subscription revenue
2025-01,2025,Q4,Q4 FY2025,Cloud,arr_usd,100320000.0,USD,stock,Ending annual recurring revenue
2025-01,2025,Q4,Q4 FY2025,Company,new_logo_acv_usd,8400000.0,USD,flow,Annual contract value from new customers
2025-01,2025,Q4,Q4 FY2025,Company,expansion_acv_usd,4620000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2025-01,2025,Q4,Q4 FY2025,Company,churned_arr_usd,3612000.0,USD,flow,ARR lost to logo churn and downsell
2025-01,2025,Q4,Q4 FY2025,Company,nrr_pct,108.0,percent,rate,Net revenue retention
2025-01,2025,Q4,Q4 FY2025,Company,gross_margin_pct,68.0,percent,rate,Gross margin
2025-01,2025,Q4,Q4 FY2025,Company,opex_usd,23100000.0,USD,flow,Operating expenses
2025-01,2025,Q4,Q4 FY2025,Company,ending_customers,529.0,count,stock,Ending customer count
2025-01,2025,Q4,Q4 FY2025,Company,pipeline_usd,250000000.0,USD,stock,Qualified pipeline at period end
2025-01,2025,Q4,Q4 FY2025,Company,win_rate_pct,19.5,percent,rate,Competitive win rate
2025-01,2025,Q4,Q4 FY2025,Company,cac_usd,48500.0,USD,rate,Customer acquisition cost
2025-01,2025,Q4,Q4 FY2025,Company,support_tickets,1012.2,count,flow,Opened support tickets
2025-01,2025,Q4,Q4 FY2025,Company,headcount,790.0,count,stock,Ending employee headcount
2025-02,2026,Q1,Q1 FY2026,Company,revenue_usd,33040000.0,USD,flow,Recognized product and subscription revenue
2025-02,2026,Q1,Q1 FY2026,Company,arr_usd,462000000.0,USD,stock,Ending annual recurring revenue
2025-02,2026,Q1,Q1 FY2026,Enterprise,revenue_usd,17180800.0,USD,flow,Recognized product and subscription revenue
2025-02,2026,Q1,Q1 FY2026,Enterprise,arr_usd,240240000.0,USD,stock,Ending annual recurring revenue
2025-02,2026,Q1,Q1 FY2026,Mid-Market,revenue_usd,8260000.0,USD,flow,Recognized product and subscription revenue
2025-02,2026,Q1,Q1 FY2026,Mid-Market,arr_usd,115500000.0,USD,stock,Ending annual recurring revenue
2025-02,2026,Q1,Q1 FY2026,Cloud,revenue_usd,7599200.0,USD,flow,Recognized product and subscription revenue
2025-02,2026,Q1,Q1 FY2026,Cloud,arr_usd,106260000.0,USD,stock,Ending annual recurring revenue
2025-02,2026,Q1,Q1 FY2026,Company,new_logo_acv_usd,10080000.0,USD,flow,Annual contract value from new customers
2025-02,2026,Q1,Q1 FY2026,Company,expansion_acv_usd,5040000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2025-02,2026,Q1,Q1 FY2026,Company,churned_arr_usd,2744000.0,USD,flow,ARR lost to logo churn and downsell
2025-02,2026,Q1,Q1 FY2026,Company,nrr_pct,111.0,percent,rate,Net revenue retention
2025-02,2026,Q1,Q1 FY2026,Company,gross_margin_pct,71.4,percent,rate,Gross margin
2025-02,2026,Q1,Q1 FY2026,Company,opex_usd,16240000.0,USD,flow,Operating expenses
2025-02,2026,Q1,Q1 FY2026,Company,ending_customers,548.0,count,stock,Ending customer count
2025-02,2026,Q1,Q1 FY2026,Company,pipeline_usd,340000000.0,USD,stock,Qualified pipeline at period end
2025-02,2026,Q1,Q1 FY2026,Company,win_rate_pct,28.0,percent,rate,Competitive win rate
2025-02,2026,Q1,Q1 FY2026,Company,cac_usd,40000.0,USD,rate,Customer acquisition cost
2025-02,2026,Q1,Q1 FY2026,Company,support_tickets,574.0,count,flow,Opened support tickets
2025-02,2026,Q1,Q1 FY2026,Company,headcount,810.0,count,stock,Ending employee headcount
2025-03,2026,Q1,Q1 FY2026,Company,revenue_usd,35400000.0,USD,flow,Recognized product and subscription revenue
2025-03,2026,Q1,Q1 FY2026,Company,arr_usd,462000000.0,USD,stock,Ending annual recurring revenue
2025-03,2026,Q1,Q1 FY2026,Enterprise,revenue_usd,18408000.0,USD,flow,Recognized product and subscription revenue
2025-03,2026,Q1,Q1 FY2026,Enterprise,arr_usd,240240000.0,USD,stock,Ending annual recurring revenue
2025-03,2026,Q1,Q1 FY2026,Mid-Market,revenue_usd,8850000.0,USD,flow,Recognized product and subscription revenue
2025-03,2026,Q1,Q1 FY2026,Mid-Market,arr_usd,115500000.0,USD,stock,Ending annual recurring revenue
2025-03,2026,Q1,Q1 FY2026,Cloud,revenue_usd,8142000.0,USD,flow,Recognized product and subscription revenue
2025-03,2026,Q1,Q1 FY2026,Cloud,arr_usd,106260000.0,USD,stock,Ending annual recurring revenue
2025-03,2026,Q1,Q1 FY2026,Company,new_logo_acv_usd,10800000.0,USD,flow,Annual contract value from new customers
2025-03,2026,Q1,Q1 FY2026,Company,expansion_acv_usd,5400000.0,USD,flow,Upsell and cross-sell ACV from existing customers
2025-03,2026,Q1,Q1 FY2026,Company,churned_arr_usd,2940000.0,USD,flow,ARR lost to logo churn and downsell
2025-03,2026,Q1,Q1 FY2026,Company,nrr_pct,111.0,percent,rate,Net revenue retention
2025-03,2026,Q1,Q1 FY2026,Company,gross_margin_pct,71.4,percent,rate,Gross margin
